Offense,Crime Type,ZIP,LAT,LNG
Theft,Non-Violent,77099,29.6745667,-95.56148636
Burglary,Non-Violent,77036,29.70055568,-95.55286986
Aggravated Assault,Violent,77020,29.77089666,-95.3416801
Theft,Non-Violent,77098,29.74166624,-95.41231156
Theft,Non-Violent,,29.81234784,-95.44538057
Aggravated Assault,Violent,77016,29.85764376,-95.30007452
Burglary,Non-Violent,77024,29.78284257,-95.47554107
Theft,Non-Violent,77006,29.74737424,-95.37759999
Theft,Non-Violent,77098,29.73865752,-95.40206824
Theft,Non-Violent,77035,29.64836244,-95.50836031
Theft,Non-Violent,77027,29.74046266,-95.44531189
Aggravated Assault,Violent,77047,29.62315751,-95.39244068
Burglary,Non-Violent,77018,29.81212029,-95.43448183
Burglary,Non-Violent,77045,29.62800842,-95.42110534
Theft,Non-Violent,77025,29.67890832,-95.42660703
Burglary,Non-Violent,77026,29.79692157,-95.32489908
Theft,Non-Violent,77082,29.7365764,-95.58119718
Theft,Non-Violent,77022,29.82630126,-95.37635976
Burglary,Non-Violent,77067,29.94614189,-95.43652136
Theft,Non-Violent,77098,29.73224366,-95.42663386
Theft,Non-Violent,77055,29.794532,-95.47211148
Auto Theft,Non-Violent,77014,29.96731792,-95.43479044
Theft,Non-Violent,77002,29.76078824,-95.36952366
Theft,Non-Violent,77015,29.77004172,-95.18668405
Robbery,Violent,77012,29.70036215,-95.28731005
Theft,Non-Violent,77598,29.56595664,-95.14450068
Theft,Non-Violent,77546,29.55163906,-95.15662807
Theft,Non-Violent,77018,29.81724261,-95.43565443
Theft,Non-Violent,77063,29.73717246,-95.54055518
Theft,Non-Violent,77072,29.71078599,-95.6024511
Burglary,Non-Violent,77084,29.78512751,-95.66665915
Auto Theft,Non-Violent,77005,29.72795996,-95.42791213
Theft,Non-Violent,77007,29.77150112,-95.39861788
Theft,Non-Violent,77002,29.75229875,-95.37371302
Aggravated Assault,Violent,77026,29.81007736,-95.32718265
Theft,Non-Violent,77063,29.72933623,-95.51168567
Theft,Non-Violent,77007,29.76744629,-95.44727096
Theft,Non-Violent,77077,29.74099146,-95.5851845
Burglary,Non-Violent,77075,29.62758669,-95.2386892
Theft,Non-Violent,77008,29.8029326,-95.39935155
Auto Theft,Non-Violent,77051,29.6491599,-95.37446501
Theft,Non-Violent,77003,29.75003668,-95.35519843
Aggravated Assault,Violent,77011,29.74573193,-95.31947968
Theft,Non-Violent,77022,29.82838039,-95.37374114
Aggravated Assault,Violent,77099,29.6816574,-95.57006105
Theft,Non-Violent,77022,29.82897849,-95.38082655
Aggravated Assault,Violent,77092,29.84035979,-95.47721006
Theft,Non-Violent,77096,29.67304413,-95.50693433
Rape,Violent,77026,29.78103171,-95.33500892
Theft,Non-Violent,77011,29.74816465,-95.32735895
Theft,Non-Violent,77093,29.87095397,-95.3532328
Aggravated Assault,Violent,77016,29.8494982,-95.29881964
Theft,Non-Violent,77006,29.74822855,-95.38650441
Burglary,Non-Violent,77055,29.79864208,-95.46469344
Burglary,Non-Violent,77035,29.64821855,-95.49758087
Theft,Non-Violent,77080,29.82197947,-95.52312572
Aggravated Assault,Violent,77076,29.85378104,-95.36360914
Burglary,Non-Violent,77003,29.87143045,-95.0649876
Aggravated Assault,Violent,77004,29.73097417,-95.36241287
Theft,Non-Violent,77057,29.75004206,-95.47910951
Robbery,Violent,77096,29.65703122,-95.4995893
Theft,Non-Violent,77087,29.66466371,-95.30552895
Aggravated Assault,Violent,77081,29.71639057,-95.48850469
Theft,Non-Violent,77038,29.93196469,-95.41473318
Theft,Non-Violent,77063,29.72900214,-95.53087712
Auto Theft,Non-Violent,77054,29.69064947,-95.41255521
Theft,Non-Violent,77092,29.81877262,-95.46742723
Auto Theft,Non-Violent,77028,29.80911634,-95.27919332
Aggravated Assault,Violent,77069,29.96990111,-95.53094903
Theft,Non-Violent,77546,29.54335561,-95.14572497
Theft,Non-Violent,77036,29.6676827,-95.55741334
Theft,Non-Violent,77019,29.75727703,-95.39812292
Auto Theft,Non-Violent,77009,29.81254706,-95.37628867
Theft,Non-Violent,77030,29.70598826,-95.41829629
Theft,Non-Violent,77098,29.73023197,-95.41780166
Auto Theft,Non-Violent,77027,29.73632656,-95.456661
Theft,Non-Violent,77055,29.78891634,-95.53134278
Theft,Non-Violent,77019,29.74217131,-95.42233959
Burglary,Non-Violent,77008,29.80690435,-95.40676125
Burglary,Non-Violent,77078,29.8549022,-95.26572388
Burglary,Non-Violent,77051,29.67151659,-95.37117439
Robbery,Violent,77006,29.7485773,-95.37666495
Theft,Non-Violent,77036,29.71428772,-95.50246052
Theft,Non-Violent,77043,29.79076567,-95.54830263
Theft,Non-Violent,77072,29.68955454,-95.55818866
Auto Theft,Non-Violent,77051,29.66770711,-95.35564763
Robbery,Violent,77081,29.71644829,-95.4834779
Burglary,Non-Violent,77007,29.76762641,-95.40942424
Theft,Non-Violent,77074,29.68829202,-95.50578607
Rape,Violent,77004,29.7131839,-95.34361543
Auto Theft,Non-Violent,77043,29.83049186,-95.54592585
Auto Theft,Non-Violent,77096,29.67466251,-95.46221155
Theft,Non-Violent,77022,29.82897849,-95.38082655
Theft,Non-Violent,77012,29.70849501,-95.28210612
Theft,Non-Violent,77054,29.67385084,-95.39503887
Theft,Non-Violent,,29.76068569,-95.36199752
Burglary,Non-Violent,77092,29.81612481,-95.46567941
Burglary,Non-Violent,77033,29.68410908,-95.34183937
Theft,Non-Violent,77040,29.85606446,-95.51743857
Theft,Non-Violent,77082,29.73072099,-95.59302301
Auto Theft,Non-Violent,77087,29.68252794,-95.31969376
Theft,Non-Violent,77070,29.9571051,-95.55182927
Robbery,Violent,77035,29.65666325,-95.50097809
Auto Theft,Non-Violent,77096,29.65721603,-95.50842794
Theft,Non-Violent,77002,29.74567208,-95.37003453
Theft,Non-Violent,77019,29.75847759,-95.38306171
Theft,Non-Violent,77056,29.74082072,-95.46148763
Theft,Non-Violent,77037,29.86984947,-95.4046916
Burglary,Non-Violent,77041,29.80324087,-95.5346826
Auto Theft,Non-Violent,77099,29.68181617,-95.56861747
Burglary,Non-Violent,77017,29.69292691,-95.26762904
Aggravated Assault,Violent,77022,29.8226757,-95.3694713
Auto Theft,Non-Violent,77077,29.73824335,-95.59271486
Aggravated Assault,Violent,77060,29.95064222,-95.39517471
Robbery,Violent,77088,29.8656259,-95.4796765
Robbery,Violent,77061,29.65969318,-95.27674808
Robbery,Violent,77025,29.72524652,-95.35201247
Theft,Non-Violent,77092,29.81951512,-95.46546779
Theft,Non-Violent,77063,29.73637257,-95.52522986
Theft,Non-Violent,77003,29.75411834,-95.34155893
Auto Theft,Non-Violent,77063,29.74007992,-95.51714321
Theft,Non-Violent,,29.72474662,-95.48915514
Theft,Non-Violent,77072,29.68914206,-95.56276474
Theft,Non-Violent,77022,29.82897849,-95.38082655
Aggravated Assault,Violent,77401,29.72145212,-95.45149814
Burglary,Non-Violent,77063,29.73733962,-95.52492284
Burglary,Non-Violent,77093,29.83453781,-95.33690196
Burglary,Non-Violent,77080,29.82194422,-95.53333291
Burglary,Non-Violent,77088,29.88493152,-95.42805524
Aggravated Assault,Violent,77092,29.8177232,-95.4525874
Theft,Non-Violent,77043,29.78797625,-95.56013743
Theft,Non-Violent,77072,29.7036939,-95.55779268
Robbery,Violent,77025,29.68306959,-95.42718744
Theft,Non-Violent,77002,29.75934795,-95.36151007
Robbery,Violent,77060,29.9489667,-95.41636518
Theft,Non-Violent,77045,29.62094132,-95.43266113
Aggravated Assault,Violent,77035,29.65666325,-95.50097809
Burglary,Non-Violent,77078,29.85435339,-95.25791868
Auto Theft,Non-Violent,77036,29.70494771,-95.54379298
Aggravated Assault,Violent,77023,29.71006411,-95.31027511
Theft,Non-Violent,77040,29.84955324,-95.51386109
Theft,Non-Violent,77026,29.80044223,-95.31697829
Theft,Non-Violent,77091,29.84432548,-95.42069941
Auto Theft,Non-Violent,77004,29.73736385,-95.37031977
Auto Theft,Non-Violent,77048,29.6406087,-95.3482965
Burglary,Non-Violent,77076,29.85595629,-95.3846124
Theft,Non-Violent,77023,29.72353482,-95.31909721
Theft,Non-Violent,77011,29.75045387,-95.30068083
Burglary,Non-Violent,77076,29.85964534,-95.39955362
Theft,Non-Violent,77022,29.84527418,-95.39996545
Auto Theft,Non-Violent,77093,29.87078505,-95.33141732
Aggravated Assault,Violent,77057,29.73766269,-95.49708871
Auto Theft,Non-Violent,77042,29.74383173,-95.57630873
Theft,Non-Violent,77009,29.78128059,-95.35956479
Theft,Non-Violent,77077,29.7365375,-95.58698137
Theft,Non-Violent,77040,29.85820184,-95.50507432
Theft,Non-Violent,,29.98595907,-95.3523273
Theft,Non-Violent,77016,29.87553213,-95.29381108
Theft,Non-Violent,77022,29.84002743,-95.38436914
Theft,Non-Violent,77011,29.73675283,-95.30570701
Theft,Non-Violent,77016,29.8507288,-95.30096719
Theft,Non-Violent,77087,29.71637847,-95.29027526
Burglary,Non-Violent,77048,29.63800997,-95.33796876
Auto Theft,Non-Violent,77074,29.66490213,-95.55075733
Theft,Non-Violent,77082,29.73335062,-95.65288965
Auto Theft,Non-Violent,77072,29.71444102,-95.56037331
Auto Theft,Non-Violent,77054,29.67969233,-95.41920351
Robbery,Violent,77092,29.81244577,-95.44538057
Burglary,Non-Violent,77004,29.73887235,-95.35620896
Aggravated Assault,Violent,77021,29.68575557,-95.36937087
Aggravated Assault,Violent,77080,29.82268623,-95.53905574
Burglary,Non-Violent,77088,29.8656259,-95.4796765
Theft,Non-Violent,77006,29.73871188,-95.39825249
Theft,Non-Violent,77005,29.7253702,-95.42506399
Theft,Non-Violent,77016,29.8507288,-95.30096719
Auto Theft,Non-Violent,77099,29.67520288,-95.58687887
Burglary,Non-Violent,77025,29.68224819,-95.42675763
Theft,Non-Violent,77010,29.75461746,-95.36289646
Theft,Non-Violent,77013,29.78452159,-95.22872112
Theft,Non-Violent,77027,29.74560165,-95.45657856
Theft,Non-Violent,77022,29.82897849,-95.38082655
Theft,Non-Violent,77022,29.82897849,-95.38082655
Aggravated Assault,Violent,77079,29.78479155,-95.59030091
Burglary,Non-Violent,77026,29.80396606,-95.31618334
Aggravated Assault,Violent,77074,29.67602822,-95.53935188
Burglary,Non-Violent,77037,29.86985046,-95.40455019
Burglary,Non-Violent,77082,29.73390375,-95.63657292
Auto Theft,Non-Violent,77099,29.66712284,-95.56401875
Auto Theft,Non-Violent,77025,29.70324317,-95.44431294
Theft,Non-Violent,77033,29.65928283,-95.31619107
Theft,Non-Violent,77057,29.73637412,-95.48984044
Theft,Non-Violent,77071,29.65690442,-95.52804507
Burglary,Non-Violent,77017,29.69972162,-95.2440636
Theft,Non-Violent,77041,29.84716759,-95.53599841
Auto Theft,Non-Violent,77092,29.83073658,-95.48612273
Aggravated Assault,Violent,77080,29.82939593,-95.50064586
Auto Theft,Non-Violent,77007,29.76831746,-95.38288151
Aggravated Assault,Violent,77009,29.79154428,-95.35213436
Burglary,Non-Violent,77018,29.81336431,-95.39753876
Auto Theft,Non-Violent,77088,29.8654662,-95.43494274
Auto Theft,Non-Violent,77032,29.93846934,-95.31565788
Theft,Non-Violent,77002,29.76068569,-95.36199752
Theft,Non-Violent,77054,29.68452189,-95.40322771
Theft,Non-Violent,77029,29.73876679,-95.26186577
Robbery,Violent,77033,29.66641214,-95.33356401
Theft,Non-Violent,,29.76220658,-95.36078568
Robbery,Violent,77056,29.73152125,-95.47502588
Theft,Non-Violent,77056,29.74047566,-95.46778677
Burglary,Non-Violent,77035,29.64064185,-95.49540616
Robbery,Violent,77025,29.70343378,-95.42294988
Theft,Non-Violent,77062,29.5735433,-95.11170582
Theft,Non-Violent,77077,29.7365375,-95.58698137
Burglary,Non-Violent,77025,29.68222983,-95.42677443
Aggravated Assault,Violent,77004,29.71714216,-95.37419256
Theft,Non-Violent,77060,29.93904971,-95.38581101
Theft,Non-Violent,77054,29.68213605,-95.41552814
Burglary,Non-Violent,77008,29.79601197,-95.41164404
Burglary,Non-Violent,77036,29.67948472,-95.55598566
Aggravated Assault,Violent,77033,29.66633204,-95.33763993
Auto Theft,Non-Violent,77060,29.94634675,-95.40478831
Theft,Non-Violent,77022,29.82897849,-95.38082655
Theft,Non-Violent,77013,29.80128439,-95.26782411
Robbery,Violent,77002,29.74938987,-95.374744
Theft,Non-Violent,77089,29.60081372,-95.21595802
Theft,Non-Violent,77004,29.73488572,-95.37350081
Robbery,Violent,77042,29.74759474,-95.56935187
Theft,Non-Violent,77054,29.6780321,-95.41957378
Theft,Non-Violent,77099,29.67424,-95.57063444
Theft,Non-Violent,77004,29.72760772,-95.37711181
Theft,Non-Violent,77028,29.81866038,-95.26707774
Burglary,Non-Violent,77089,29.58469419,-95.20265486
Robbery,Violent,77093,29.87102214,-95.33387275
Theft,Non-Violent,77002,29.75110185,-95.36802659
Aggravated Assault,Violent,77006,29.74342645,-95.39124924
Burglary,Non-Violent,77004,29.72796019,-95.35034144
Theft,Non-Violent,77055,29.78702755,-95.52173027
Theft,Non-Violent,77054,29.68181253,-95.42428742
Aggravated Assault,Violent,77051,29.64771001,-95.3769216
Aggravated Assault,Violent,77072,29.68947727,-95.56133814
Theft,Non-Violent,77054,29.68219456,-95.42398242
Auto Theft,Non-Violent,77088,29.87184014,-95.47870714
Robbery,Violent,77082,29.7245035,-95.59216614
Theft,Non-Violent,77015,29.77490586,-95.21762971
Theft,Non-Violent,77077,29.73654098,-95.58675749
Theft,Non-Violent,77033,29.65431564,-95.35215372
Theft,Non-Violent,77022,29.82853187,-95.39443331
Theft,Non-Violent,77002,29.75766282,-95.36435128
Rape,Violent,77023,29.73031541,-95.32211987
Theft,Non-Violent,77036,29.68604309,-95.55140031
Auto Theft,Non-Violent,77036,29.71443357,-95.5389398
Theft,Non-Violent,77082,29.73603651,-95.58862687
Burglary,Non-Violent,77015,29.78531388,-95.19922205
Robbery,Violent,77026,29.79670266,-95.33118585
Burglary,Non-Violent,77045,29.61337598,-95.44362579
Theft,Non-Violent,77082,29.73009147,-95.57574823
Auto Theft,Non-Violent,77019,29.75437769,-95.38219984
Robbery,Violent,77031,29.66208648,-95.54279765
Auto Theft,Non-Violent,77036,29.69849688,-95.55224545
Aggravated Assault,Violent,77006,29.74553651,-95.39052527
Theft,Non-Violent,77056,29.72665532,-95.46817727
Theft,Non-Violent,77056,29.74082072,-95.46148763
Theft,Non-Violent,77023,29.71532999,-95.3272524
Burglary,Non-Violent,77061,29.66218285,-95.28599578
Burglary,Non-Violent,77017,29.67742439,-95.26783019
Theft,Non-Violent,77007,29.77130896,-95.40949295
Robbery,Violent,77063,29.72900989,-95.53143556
Aggravated Assault,Violent,77037,29.8698726,-95.40129513
Aggravated Assault,Violent,77087,29.69428013,-95.32506328
Auto Theft,Non-Violent,77024,29.78119155,-95.45671166
Theft,Non-Violent,77006,29.74567159,-95.37765215
Theft,Non-Violent,77019,29.75611286,-95.39221713
Theft,Non-Violent,77057,29.73175463,-95.49495131
Robbery,Violent,77002,29.73362046,-95.38339193
Auto Theft,Non-Violent,77099,29.68460115,-95.55873617
Theft,Non-Violent,77013,29.78068648,-95.25081251
Theft,Non-Violent,77004,29.73466488,-95.35234103
Robbery,Violent,77033,29.67878959,-95.35586453
Burglary,Non-Violent,77078,29.85786229,-95.25986613
Auto Theft,Non-Violent,77021,29.68520476,-95.37490024
Theft,Non-Violent,77030,29.71061953,-95.40018101
Aggravated Assault,Violent,77055,29.80941991,-95.47942345
Theft,Non-Violent,77007,29.76765158,-95.37580014
Theft,Non-Violent,77004,29.73401613,-95.36156698
Theft,Non-Violent,77022,29.84491165,-95.38444674
Theft,Non-Violent,77024,29.78356126,-95.4468448
Aggravated Assault,Violent,77016,29.87014352,-95.30730834
Theft,Non-Violent,77002,29.7432858,-95.37445835
Theft,Non-Violent,77018,29.82823813,-95.43355746
Aggravated Assault,Violent,77002,29.76266702,-95.3632726
Aggravated Assault,Violent,77078,29.8439296,-95.25996596
Auto Theft,Non-Violent,77003,29.74123828,-95.36084944
Theft,Non-Violent,77036,29.70558268,-95.51499883
Robbery,Violent,77071,29.67275382,-95.50859146
Burglary,Non-Violent,77008,29.79828071,-95.4262798
Theft,Non-Violent,77089,29.60071269,-95.21979344
Robbery,Violent,77009,29.7861399,-95.36068156
Theft,Non-Violent,77091,29.84889009,-95.47267236
Burglary,Non-Violent,77036,29.7060966,-95.53807642
Burglary,Non-Violent,77054,29.68319275,-95.38570417
Burglary,Non-Violent,77035,29.64536678,-95.50831512
Burglary,Non-Violent,77075,29.62516283,-95.23402173
Theft,Non-Violent,77002,29.75352076,-95.37022619
Theft,Non-Violent,77085,29.62728478,-95.4652962
Theft,Non-Violent,77008,29.79558222,-95.41797032
Burglary,Non-Violent,77096,29.67627429,-95.45913
Theft,Non-Violent,77040,29.87700573,-95.50319372
Theft,Non-Violent,77036,29.67747347,-95.55347339
Theft,Non-Violent,77598,29.56637083,-95.14556784
Theft,Non-Violent,77013,29.7992395,-95.25851535
Burglary,Non-Violent,77077,29.75587634,-95.6437394
Theft,Non-Violent,77099,29.6743631,-95.56471996
Robbery,Violent,77071,29.65561759,-95.52152139
Theft,Non-Violent,,29.81766464,-95.4104396
Auto Theft,Non-Violent,77029,29.76048297,-95.28326697
Theft,Non-Violent,77008,29.80398245,-95.39811555
Theft,Non-Violent,77019,29.74787012,-95.43636758
Burglary,Non-Violent,77042,29.74753673,-95.56906037
Burglary,Non-Violent,77020,29.77559898,-95.32383056
Aggravated Assault,Violent,77050,29.90253518,-95.29357198
Theft,Non-Violent,77041,29.84599674,-95.56338998
Aggravated Assault,Violent,77011,29.74353288,-95.30529222
Theft,Non-Violent,77047,29.61450379,-95.40450038
Theft,Non-Violent,77040,29.85426102,-95.5336772
Theft,Non-Violent,77020,29.77698327,-95.33118318
Theft,Non-Violent,77098,29.74146494,-95.41072763
Theft,Non-Violent,77072,29.69910518,-95.61052912
Theft,Non-Violent,77339,30.04305409,-95.22064857
Theft,Non-Violent,77099,29.67507823,-95.58447161
Auto Theft,Non-Violent,77035,29.65554551,-95.49204345
Theft,Non-Violent,77080,29.82564612,-95.5236829
Theft,Non-Violent,77075,29.60755463,-95.29280396
Theft,Non-Violent,77048,29.62500292,-95.34870722
Theft,Non-Violent,77026,29.78489866,-95.33264654
Theft,Non-Violent,77075,29.62955634,-95.23133078
Theft,Non-Violent,77060,29.93965804,-95.3890832
Theft,Non-Violent,77078,29.84995203,-95.27009128
Theft,Non-Violent,77021,29.69820777,-95.33771771
Theft,Non-Violent,77021,29.67530583,-95.38058874
Theft,Non-Violent,77063,29.73474492,-95.53929849
Theft,Non-Violent,77085,29.62377644,-95.47654593
Robbery,Violent,77054,29.67339774,-95.39993797
Aggravated Assault,Violent,77087,29.68962061,-95.30019926
Auto Theft,Non-Violent,77036,29.71305363,-95.51577317
Aggravated Assault,Violent,77042,29.72762559,-95.55893225
Theft,Non-Violent,77048,29.59970283,-95.34341262
Auto Theft,Non-Violent,77339,30.03716987,-95.25510547
Theft,Non-Violent,77006,29.74279374,-95.39755161
Auto Theft,Non-Violent,77055,29.82110023,-95.49040715
Theft,Non-Violent,77088,29.8831783,-95.46589754
Robbery,Violent,77030,29.70943666,-95.40110446
Robbery,Violent,77054,29.68901889,-95.39366442
Auto Theft,Non-Violent,77080,29.83005641,-95.52833687
Theft,Non-Violent,77081,29.71051259,-95.49321687
Theft,Non-Violent,77015,29.77015951,-95.18323661
Robbery,Violent,77091,29.84295483,-95.47322784
Burglary,Non-Violent,77088,29.88309067,-95.46533387
Theft,Non-Violent,77099,29.675219,-95.58722472
Theft,Non-Violent,77345,30.07175061,-95.18629066
Theft,Non-Violent,77054,29.68527847,-95.4000603
Theft,Non-Violent,77092,29.83373431,-95.48355266
Burglary,Non-Violent,77026,29.80024323,-95.33033457
Burglary,Non-Violent,77076,29.85964534,-95.39955362
Robbery,Violent,77022,29.82378487,-95.36767246
Rape,Violent,77035,29.64438847,-95.49974208
Robbery,Violent,77037,29.86986476,-95.40613782
Aggravated Assault,Violent,77008,29.8123288,-95.42791029
Theft,Non-Violent,77088,29.88250356,-95.46212963
Theft,Non-Violent,77018,29.82076103,-95.42538976
Burglary,Non-Violent,77084,29.78673544,-95.65934911
Aggravated Assault,Violent,77077,29.75420527,-95.61844571
Burglary,Non-Violent,77015,29.76199122,-95.21303397
Theft,Non-Violent,77016,29.86524127,-95.30238726
Aggravated Assault,Violent,77053,29.58305569,-95.46850016
Burglary,Non-Violent,77085,29.62015903,-95.50855434
Theft,Non-Violent,77023,29.7161456,-95.31491312
Theft,Non-Violent,77082,29.73334037,-95.5985424
Burglary,Non-Violent,77004,29.73608243,-95.35254214
Theft,Non-Violent,77098,29.73038454,-95.40314251
Aggravated Assault,Violent,77035,29.6386294,-95.4953983
Theft,Non-Violent,77008,29.80170187,-95.41845768
Robbery,Violent,77598,29.56882516,-95.15135059
Theft,Non-Violent,77060,29.94520247,-95.415015
Theft,Non-Violent,77082,29.73603651,-95.58862687
Auto Theft,Non-Violent,77092,29.81377561,-95.46553045
Robbery,Violent,77055,29.78430825,-95.4659052
Theft,Non-Violent,77091,29.85788701,-95.44424254
Auto Theft,Non-Violent,77040,29.86030501,-95.52673852
Theft,Non-Violent,77019,29.76126086,-95.39834326
Theft,Non-Violent,77063,29.73627418,-95.51419775
Theft,Non-Violent,77033,29.65840327,-95.35545245
