Offense,Crime Type,ZIP,LAT,LNG
Auto Theft,Non-Violent,77004,29.7131839,-95.34361543
Theft,Non-Violent,77084,29.78524671,-95.69515025
Auto Theft,Non-Violent,77011,29.73670697,-95.31079478
Theft,Non-Violent,77025,29.67232066,-95.43670821
Auto Theft,Non-Violent,77099,29.67479354,-95.58033572
Theft,Non-Violent,77007,29.76897775,-95.4094876
Aggravated Assault,Violent,77063,29.72932764,-95.51243285
Theft,Non-Violent,77031,29.65633061,-95.53897025
Aggravated Assault,Violent,77336,30.0190728,-95.10896776
Theft,Non-Violent,77042,29.73518644,-95.54864178
Theft,Non-Violent,77082,29.72867592,-95.58014779
Auto Theft,Non-Violent,77396,29.93912163,-95.28585292
Theft,Non-Violent,77077,29.7365375,-95.58698137
Burglary,Non-Violent,77021,29.68931862,-95.35359175
Theft,Non-Violent,77042,29.74805975,-95.56958724
Theft,Non-Violent,77082,29.73208451,-95.59927597
Auto Theft,Non-Violent,77051,29.6695683,-95.35752681
Theft,Non-Violent,77057,29.73951791,-95.4929577
Burglary,Non-Violent,77096,29.67546952,-95.50864008
Theft,Non-Violent,77035,29.6500807,-95.48332577
Auto Theft,Non-Violent,77365,30.04857119,-95.25332733
Robbery,Violent,77036,29.71613332,-95.51997582
Theft,Non-Violent,77092,29.82757209,-95.45811371
Theft,Non-Violent,77004,29.7151247,-95.38141282
Theft,Non-Violent,77546,29.54335561,-95.14572497
Theft,Non-Violent,77019,29.74267418,-95.40969418
Burglary,Non-Violent,77009,29.77786815,-95.36055744
Auto Theft,Non-Violent,77055,29.80717421,-95.48571032
Aggravated Assault,Violent,77028,29.84498056,-95.28181004
Burglary,Non-Violent,77043,29.78471328,-95.57537873
Robbery,Violent,77045,29.62547537,-95.46515247
Robbery,Violent,77061,29.66555889,-95.27691605
Theft,Non-Violent,77022,29.83621117,-95.36819888
Burglary,Non-Violent,77061,29.66964246,-95.27704399
Theft,Non-Violent,77070,29.95788963,-95.54173277
Auto Theft,Non-Violent,77015,29.77004172,-95.18668405
Burglary,Non-Violent,77042,29.72314382,-95.54339626
Burglary,Non-Violent,77043,29.79937497,-95.56313502
Theft,Non-Violent,77032,29.98595907,-95.3523273
Theft,Non-Violent,77019,29.7578347,-95.40146193
Theft,Non-Violent,77092,29.83317515,-95.48659446
Theft,Non-Violent,77040,29.8716744,-95.5007074
Theft,Non-Violent,77546,29.55163906,-95.15662807
Auto Theft,Non-Violent,77546,29.54341185,-95.14564607
Theft,Non-Violent,77012,29.70036215,-95.28731005
Theft,Non-Violent,77024,29.77272075,-95.56059712
Auto Theft,Non-Violent,77036,29.70972706,-95.51812668
Theft,Non-Violent,77063,29.72899493,-95.53037308
Burglary,Non-Violent,77042,29.72778813,-95.56562692
Aggravated Assault,Violent,77026,29.77918315,-95.34098912
Aggravated Assault,Violent,77009,29.79331485,-95.3570383
Theft,Non-Violent,77019,29.74267418,-95.40969418
Theft,Non-Violent,77017,29.68978415,-95.25180865
Auto Theft,Non-Violent,77047,29.62783434,-95.40928854
Auto Theft,Non-Violent,77021,29.68559324,-95.36219565
Theft,Non-Violent,77082,29.734285,-95.59810688
Theft,Non-Violent,77027,29.74143531,-95.45170475
Theft,Non-Violent,77076,29.85400919,-95.40304544
Theft,Non-Violent,77008,29.78984083,-95.42799205
Theft,Non-Violent,77002,29.74183006,-95.38073178
Theft,Non-Violent,77081,29.71459475,-95.4847882
Theft,Non-Violent,77020,29.78497272,-95.30620529
Theft,Non-Violent,77091,29.84432914,-95.46884357
Auto Theft,Non-Violent,77063,29.72719699,-95.52060265
Auto Theft,Non-Violent,77057,29.73163696,-95.48582741
Robbery,Violent,77016,29.83442093,-95.31078275
Theft,Non-Violent,77063,29.72902985,-95.53694797
Burglary,Non-Violent,77043,29.7870249,-95.54753816
Aggravated Assault,Violent,77045,29.61645132,-95.441617
Burglary,Non-Violent,77345,30.04377499,-95.13955518
Theft,Non-Violent,77056,29.7391775,-95.4707484
Auto Theft,Non-Violent,77054,29.67750605,-95.41402308
Burglary,Non-Violent,77002,29.7516089,-95.37797916
Burglary,Non-Violent,77080,29.81217791,-95.53790648
Robbery,Violent,77018,29.81331562,-95.39956814
Aggravated Assault,Violent,77021,29.68560088,-95.36221092
Theft,Non-Violent,77040,29.86307869,-95.5373422
Aggravated Assault,Violent,77071,29.66561352,-95.51235377
Theft,Non-Violent,77085,29.63379757,-95.49607395
Theft,Non-Violent,77007,29.77049158,-95.40728185
Auto Theft,Non-Violent,77002,29.76023119,-95.36491618
Auto Theft,Non-Violent,77006,29.7489745,-95.38001358
Robbery,Violent,77003,29.75281782,-95.35046489
Burglary,Non-Violent,77022,29.83961768,-95.37940751
Theft,Non-Violent,77006,29.74464781,-95.39266032
Burglary,Non-Violent,77033,29.66717097,-95.34046433
Aggravated Assault,Violent,77016,29.83592761,-95.3056744
Aggravated Assault,Violent,77020,29.76703871,-95.32142657
Auto Theft,Non-Violent,77074,29.67760047,-95.53958696
Theft,Non-Violent,77026,29.800178,-95.33218456
Aggravated Assault,Violent,77079,29.77378907,-95.61194061
Aggravated Assault,Violent,77099,29.68040326,-95.559622
Auto Theft,Non-Violent,77040,29.84876727,-95.51171499
Auto Theft,Non-Violent,77009,29.80610415,-95.38196516
Robbery,Violent,77077,29.73653359,-95.58764046
Theft,Non-Violent,77002,29.76068569,-95.36199752
Theft,Non-Violent,77018,29.81331908,-95.39931163
Robbery,Violent,77004,29.73357872,-95.38214652
Theft,Non-Violent,77055,29.80289981,-95.46997837
Theft,Non-Violent,77082,29.73081142,-95.59073744
Auto Theft,Non-Violent,77020,29.77308366,-95.29142004
Theft,Non-Violent,77075,29.61853456,-95.25546686
Aggravated Assault,Violent,77099,29.68057385,-95.57007587
Aggravated Assault,Violent,77099,29.67464287,-95.57781437
Theft,Non-Violent,77042,29.73679864,-95.56951336
Theft,Non-Violent,77002,29.75110185,-95.36802659
Theft,Non-Violent,77006,29.74319148,-95.37966246
Theft,Non-Violent,77004,29.73180642,-95.38102221
Auto Theft,Non-Violent,77057,29.72813577,-95.49862513
Burglary,Non-Violent,77096,29.67520918,-95.47141327
Burglary,Non-Violent,77028,29.8419571,-95.26879728
Theft,Non-Violent,77027,29.73747982,-95.44158788
Burglary,Non-Violent,77042,29.7246928,-95.55963687
Theft,Non-Violent,77060,29.95062383,-95.39720163
Theft,Non-Violent,77092,29.81600996,-95.46443068
Theft,Non-Violent,77077,29.74693793,-95.58424788
Auto Theft,Non-Violent,77087,29.69218644,-95.29845113
Burglary,Non-Violent,77011,29.74350049,-95.30280703
Theft,Non-Violent,77098,29.73053177,-95.4267808
Theft,Non-Violent,77082,29.73364765,-95.60579631
Burglary,Non-Violent,77087,29.70224418,-95.31476636
Burglary,Non-Violent,77036,29.72083583,-95.50103101
Theft,Non-Violent,77006,29.7489745,-95.38001358
Aggravated Assault,Violent,77092,29.8146235,-95.47813536
Aggravated Assault,Violent,77057,29.73385652,-95.48425512
Theft,Non-Violent,77057,29.73637412,-95.48984044
Robbery,Violent,77047,29.61405044,-95.38561113
Theft,Non-Violent,77024,29.78368476,-95.4709168
Theft,Non-Violent,77072,29.68994045,-95.55677174
Theft,Non-Violent,77057,29.73791627,-95.47725559
Auto Theft,Non-Violent,77088,29.8878114,-95.42261748
Burglary,Non-Violent,77040,29.85172326,-95.50727425
Theft,Non-Violent,77032,29.98599612,-95.33748112
Theft,Non-Violent,77074,29.70506141,-95.51182146
Theft,Non-Violent,77078,29.85365483,-95.26760059
Theft,Non-Violent,77021,29.70356507,-95.35008414
Auto Theft,Non-Violent,77093,29.87057971,-95.33067013
Auto Theft,Non-Violent,77099,29.66712284,-95.56401875
Aggravated Assault,Violent,77002,29.74857313,-95.37155479
Aggravated Assault,Violent,77072,29.69576435,-95.59602278
Theft,Non-Violent,77081,29.72413851,-95.46816767
Theft,Non-Violent,77007,29.76950402,-95.39680248
Auto Theft,Non-Violent,77096,29.66713097,-95.50853759
Theft,Non-Violent,77024,29.78391116,-95.55402093
Robbery,Violent,77009,29.7981538,-95.37000964
Theft,Non-Violent,77072,29.68994045,-95.55677174
Aggravated Assault,Violent,77028,29.83539757,-95.27842636
Theft,Non-Violent,77489,29.58826694,-95.51712355
Theft,Non-Violent,77092,29.84903784,-95.47683022
Burglary,Non-Violent,77026,29.79676758,-95.32957101
Theft,Non-Violent,77070,29.96341303,-95.54412864
Theft,Non-Violent,77002,29.76068569,-95.36199752
Theft,Non-Violent,77003,29.75050868,-95.35606001
Auto Theft,Non-Violent,77060,29.94523887,-95.41480988
Auto Theft,Non-Violent,77042,29.75051014,-95.5721655
Aggravated Assault,Violent,77016,29.8507288,-95.30096719
Aggravated Assault,Violent,77033,29.67923206,-95.35205809
Theft,Non-Violent,77027,29.73250756,-95.44751051
Aggravated Assault,Violent,77038,29.93196469,-95.41473318
Robbery,Violent,77096,29.66653661,-95.50854455
Robbery,Violent,77031,29.67135558,-95.52950817
Auto Theft,Non-Violent,77076,29.86455089,-95.39665922
Theft,Non-Violent,77396,29.93825627,-95.29742197
Theft,Non-Violent,77034,29.62073909,-95.22060802
Theft,Non-Violent,77072,29.68805782,-95.57383756
Auto Theft,Non-Violent,77012,29.71697961,-95.27699342
Theft,Non-Violent,77076,29.85522379,-95.36221038
Theft,Non-Violent,77094,29.78452242,-95.66928364
Theft,Non-Violent,77007,29.76978428,-95.44484533
Theft,Non-Violent,77092,29.83792039,-95.48154328
Theft,Non-Violent,77088,29.87330035,-95.47388403
Theft,Non-Violent,77004,29.74221736,-95.37659994
Auto Theft,Non-Violent,77030,29.71348513,-95.39933657
Burglary,Non-Violent,77043,29.7845691,-95.55225756
Theft,Non-Violent,77022,29.82897849,-95.38082655
Burglary,Non-Violent,77098,29.73409932,-95.41871139
Theft,Non-Violent,77057,29.7500794,-95.49747577
Theft,Non-Violent,77057,29.73766269,-95.49708871
Theft,Non-Violent,77008,29.80586703,-95.42919872
Theft,Non-Violent,77057,29.75717876,-95.4899601
Theft,Non-Violent,77035,29.63952533,-95.48734392
Theft,Non-Violent,77546,29.55163906,-95.15662807
Theft,Non-Violent,77009,29.79222282,-95.37372016
Theft,Non-Violent,77024,29.78216849,-95.54405435
Theft,Non-Violent,77092,29.84903784,-95.47683022
Theft,Non-Violent,77006,29.7458797,-95.37371348
Theft,Non-Violent,77013,29.79779241,-95.27086174
Theft,Non-Violent,77063,29.73219296,-95.52266055
Burglary,Non-Violent,77072,29.71427266,-95.58147283
Theft,Non-Violent,77079,29.78424279,-95.6006508
Auto Theft,Non-Violent,77092,29.85055346,-95.48889074
Robbery,Violent,77002,29.76155264,-95.35240208
Robbery,Violent,77006,29.74350285,-95.39737573
Burglary,Non-Violent,,29.68604664,-95.59585873
Robbery,Violent,77047,29.64584344,-95.36309196
Burglary,Non-Violent,77082,29.7365764,-95.58119718
Theft,Non-Violent,77040,29.86330183,-95.53348056
Theft,Non-Violent,77054,29.68476834,-95.41240774
Theft,Non-Violent,77074,29.68829202,-95.50578607
Theft,Non-Violent,77007,29.76381361,-95.42934095
Theft,Non-Violent,77092,29.8041427,-95.44921232
Theft,Non-Violent,77092,29.82884805,-95.48528374
Theft,Non-Violent,77006,29.73441585,-95.39986298
Theft,Non-Violent,77546,29.54324267,-95.1458834
Theft,Non-Violent,77060,29.9529742,-95.38909703
Theft,Non-Violent,77054,29.69064947,-95.41255521
Theft,Non-Violent,77019,29.74273473,-95.4054232
Robbery,Violent,77036,29.71302583,-95.51011084
Auto Theft,Non-Violent,77061,29.6427975,-95.30464122
Auto Theft,Non-Violent,77035,29.64882437,-95.4852319
Auto Theft,Non-Violent,77099,29.65400075,-95.56593257
Auto Theft,Non-Violent,77056,29.76137256,-95.46350508
Burglary,Non-Violent,77037,29.87396864,-95.40989741
Aggravated Assault,Violent,77081,29.71963562,-95.48900629
Theft,Non-Violent,77032,29.9861086,-95.34312798
Auto Theft,Non-Violent,77023,29.70986192,-95.31044223
Theft,Non-Violent,77055,29.79412,-95.53835482
Theft,Non-Violent,77008,29.79077629,-95.39898045
Burglary,Non-Violent,77002,29.76073748,-95.361919
Theft,Non-Violent,77020,29.7687292,-95.32310675
Theft,Non-Violent,77051,29.65840327,-95.35545245
Auto Theft,Non-Violent,77007,29.77989493,-95.41413628
Robbery,Violent,77051,29.657119,-95.35543737
Theft,Non-Violent,77076,29.87015469,-95.37643345
Aggravated Assault,Violent,77036,29.70972605,-95.51816996
Theft,Non-Violent,77042,29.73682905,-95.5669398
Aggravated Assault,Violent,77015,29.78534707,-95.18652266
Aggravated Assault,Violent,77026,29.78296279,-95.33182586
Burglary,Non-Violent,77042,29.74753673,-95.56906037
Aggravated Assault,Violent,77077,29.73654098,-95.58675749
Burglary,Non-Violent,77093,29.82586117,-95.34259873
Theft,Non-Violent,77099,29.67103268,-95.58479197
Theft,Non-Violent,77064,29.94446282,-95.5467744
Aggravated Assault,Violent,77093,29.8394945,-95.34280901
Burglary,Non-Violent,77035,29.63855855,-95.50565159
Burglary,Non-Violent,77088,29.88633972,-95.42761501
Theft,Non-Violent,77024,29.78216849,-95.54405435
Auto Theft,Non-Violent,77023,29.70774046,-95.31222617
Auto Theft,Non-Violent,77017,29.65510446,-95.25261577
Theft,Non-Violent,77030,29.69689161,-95.41247355
Theft,Non-Violent,77076,29.85574042,-95.38800759
Theft,Non-Violent,77042,29.73682905,-95.5669398
Theft,Non-Violent,77055,29.80034822,-95.45850304
Auto Theft,Non-Violent,77099,29.67097896,-95.56666805
Theft,Non-Violent,77007,29.77130896,-95.40949295
Theft,Non-Violent,77058,29.5476559,-95.10095144
Robbery,Violent,77092,29.81945715,-95.46770052
Aggravated Assault,Violent,77076,29.84797369,-95.39496592
Robbery,Violent,77031,29.66932712,-95.53258638
Theft,Non-Violent,77055,29.80022061,-95.48071303
Auto Theft,Non-Violent,77088,29.89051988,-95.42870269
Theft,Non-Violent,77096,29.65986898,-95.50356796
Theft,Non-Violent,77088,29.88511104,-95.41239284
Theft,Non-Violent,77009,29.79714827,-95.3678776
Theft,Non-Violent,77019,29.75899839,-95.38625761
Theft,Non-Violent,77024,29.76925457,-95.54066623
Aggravated Assault,Violent,77033,29.6845356,-95.33600032
Theft,Non-Violent,77024,29.77912639,-95.54449429
Theft,Non-Violent,77019,29.74267418,-95.40969418
Aggravated Assault,Violent,77016,29.85130227,-95.31750612
Aggravated Assault,Violent,77060,29.94652567,-95.39653149
Theft,Non-Violent,77099,29.67407153,-95.57039584
Theft,Non-Violent,77032,29.93861166,-95.36598207
Auto Theft,Non-Violent,77088,29.88487411,-95.42249598
Aggravated Assault,Violent,77074,29.71105153,-95.49824009
Auto Theft,Non-Violent,77007,29.78203502,-95.41834088
Theft,Non-Violent,77060,29.9318371,-95.39536983
Theft,Non-Violent,77062,29.56368789,-95.13438946
Theft,Non-Violent,77007,29.77198289,-95.40624939
Theft,Non-Violent,77015,29.77110544,-95.18749403
Theft,Non-Violent,77088,29.87274465,-95.41617975
Theft,Non-Violent,77089,29.60411488,-95.23587526
Theft,Non-Violent,77006,29.74460076,-95.38506871
Theft,Non-Violent,77002,29.75611012,-95.36559454
Theft,Non-Violent,77057,29.74624782,-95.47950668
Theft,Non-Violent,77013,29.82005929,-95.23959706
Theft,Non-Violent,77042,29.72335328,-95.56932412
Theft,Non-Violent,77036,29.70367986,-95.55677739
Theft,Non-Violent,77042,29.73711346,-95.54488084
Theft,Non-Violent,77345,30.08452512,-95.17417777
Theft,Non-Violent,77043,29.79937497,-95.56313502
Aggravated Assault,Violent,77034,29.64530492,-95.23312381
Aggravated Assault,Violent,77096,29.67029815,-95.46350002
Theft,Non-Violent,77080,29.81094395,-95.50253578
Burglary,Non-Violent,77007,29.77046623,-95.40971756
Burglary,Non-Violent,77339,30.06859884,-95.21248798
Theft,Non-Violent,77085,29.62015903,-95.50855434
Theft,Non-Violent,77079,29.78480706,-95.59154582
Robbery,Violent,77036,29.67478701,-95.55817735
Theft,Non-Violent,77006,29.75186017,-95.38573637
Burglary,Non-Violent,77079,29.7701602,-95.60276195
Theft,Non-Violent,77056,29.74071279,-95.46365258
Theft,Non-Violent,77099,29.67661369,-95.59400119
Aggravated Assault,Violent,77036,29.6701763,-95.55741897
Robbery,Violent,77072,29.68611297,-95.56964129
Theft,Non-Violent,77098,29.73709029,-95.4187269
Theft,Non-Violent,77054,29.68322971,-95.40321324
Theft,Non-Violent,,29.71554979,-95.49994741
Robbery,Violent,77096,29.65671831,-95.50842226
Theft,Non-Violent,77022,29.82897849,-95.38082655
Theft,Non-Violent,77082,29.72749202,-95.61785815
Theft,Non-Violent,77007,29.7714909,-95.41060767
Theft,Non-Violent,77003,29.74999849,-95.35519081
Theft,Non-Violent,77005,29.71905218,-95.41676258
Theft,Non-Violent,77090,29.96960684,-95.42410791
Burglary,Non-Violent,77020,29.76730187,-95.34078687
Theft,Non-Violent,77079,29.77481971,-95.63557378
Theft,Non-Violent,77098,29.72986635,-95.42582181
Theft,Non-Violent,77096,29.6782952,-95.45498923
Theft,Non-Violent,77054,29.68476834,-95.41240774
Theft,Non-Violent,77004,29.73521793,-95.37578194
Theft,Non-Violent,77045,29.61357874,-95.4261916
Theft,Non-Violent,77031,29.65073944,-95.56763648
Robbery,Violent,77489,29.58750861,-95.51884221
Burglary,Non-Violent,77054,29.68322971,-95.40321324
Theft,Non-Violent,77339,30.052912,-95.25156591
Theft,Non-Violent,77008,29.80061953,-95.44540362
Theft,Non-Violent,77002,29.76348771,-95.36093922
Rape,Violent,77021,29.69360675,-95.35722054
Theft,Non-Violent,77084,29.78514963,-95.68649049
Theft,Non-Violent,77059,29.61084681,-95.13776376
Theft,Non-Violent,77022,29.82529959,-95.38060485
Theft,Non-Violent,77054,29.69076562,-95.41255604
Aggravated Assault,Violent,77036,29.6807703,-95.55175361
Aggravated Assault,Violent,77093,29.83149349,-95.3315202
Theft,Non-Violent,77043,29.80707547,-95.56988475
Theft,Non-Violent,77087,29.7030343,-95.29762252
Theft,Non-Violent,77057,29.73766269,-95.49708871
Auto Theft,Non-Violent,77072,29.68947727,-95.56133814
Theft,Non-Violent,77007,29.77119073,-95.41435964
Theft,Non-Violent,77032,29.98598331,-95.33381705
Theft,Non-Violent,77033,29.66417325,-95.35394266
Theft,Non-Violent,77079,29.78424211,-95.60041891
Auto Theft,Non-Violent,77022,29.83516426,-95.38436352
Theft,Non-Violent,77042,29.73691715,-95.55912696
Theft,Non-Violent,77075,29.62332931,-95.22654325
Aggravated Assault,Violent,77081,29.70714942,-95.48257088
Theft,Non-Violent,77054,29.68542679,-95.38702911
Burglary,Non-Violent,77009,29.79369965,-95.3794643
Theft,Non-Violent,77009,29.80334336,-95.35678579
Theft,Non-Violent,77072,29.70859932,-95.56034939
Theft,Non-Violent,77022,29.83682809,-95.37148977
Aggravated Assault,Violent,77021,29.70213232,-95.36218524
Murder,Violent,77037,29.92399823,-95.41180776
Theft,Non-Violent,77063,29.73293783,-95.52292773
Aggravated Assault,Violent,77007,29.76258042,-95.40203888
Theft,Non-Violent,77027,29.75130063,-95.4552069
Theft,Non-Violent,77040,29.8507544,-95.50477811
Theft,Non-Violent,77008,29.8124064,-95.41645688
Theft,Non-Violent,77081,29.71462959,-95.4889368
Theft,Non-Violent,77080,29.81271333,-95.54204775
Theft,Non-Violent,77089,29.59456955,-95.21936163
Burglary,Non-Violent,77036,29.71362693,-95.53960139
Theft,Non-Violent,77047,29.62275887,-95.39433031
Theft,Non-Violent,77088,29.86718098,-95.43546779
Theft,Non-Violent,77033,29.65424114,-95.35538398
Theft,Non-Violent,77070,29.96682074,-95.54591298
Theft,Non-Violent,77017,29.69500446,-95.24513489
Theft,Non-Violent,77034,29.62073909,-95.22060802
Murder,Violent,77092,29.8437993,-95.49565394
Theft,Non-Violent,77099,29.68005675,-95.5832981
Theft,Non-Violent,77063,29.74677657,-95.53845151
Theft,Non-Violent,77489,29.59884584,-95.49769204
Theft,Non-Violent,77018,29.82896657,-95.41064776
Burglary,Non-Violent,77040,29.86278196,-95.50608821
Theft,Non-Violent,77021,29.70288346,-95.36530156
Burglary,Non-Violent,77035,29.66619979,-95.46344487
Burglary,Non-Violent,77026,29.79180778,-95.33696653
Auto Theft,Non-Violent,77018,29.83881088,-95.41379642
Burglary,Non-Violent,77055,29.79001575,-95.53204726
Robbery,Violent,77045,29.64103271,-95.42913892
Theft,Non-Violent,77082,29.73436743,-95.5759857
Auto Theft,Non-Violent,77012,29.72045899,-95.2768642
Theft,Non-Violent,77009,29.79666757,-95.36097749
Burglary,Non-Violent,77055,29.7872808,-95.47439831
Theft,Non-Violent,77008,29.80281492,-95.40796994
Auto Theft,Non-Violent,77057,29.72633915,-95.48854965
Theft,Non-Violent,77099,29.67451218,-95.57510351
Theft,Non-Violent,77345,30.06386324,-95.16928373
Auto Theft,Non-Violent,77036,29.67885905,-95.55288186
Theft,Non-Violent,77032,29.98595907,-95.3523273
Aggravated Assault,Violent,77054,29.67030738,-95.42068698
Theft,Non-Violent,77003,29.74302732,-95.34560518
Burglary,Non-Violent,77091,29.85723835,-95.4686758
Theft,Non-Violent,77004,29.71809743,-95.3734288
Theft,Non-Violent,77040,29.85115568,-95.50880613
Aggravated Assault,Violent,77020,29.77657021,-95.31352148
Aggravated Assault,Violent,77057,29.7315241,-95.47924877
Robbery,Violent,77026,29.7944896,-95.31143425
Theft,Non-Violent,77005,29.72375609,-95.44131888
Theft,Non-Violent,77096,29.66827731,-95.49225173
Theft,Non-Violent,77345,30.07238295,-95.1846356
Burglary,Non-Violent,77071,29.65593367,-95.51337913
Theft,Non-Violent,77071,29.63946626,-95.53146301
Theft,Non-Violent,77345,30.06480024,-95.16904832
Theft,Non-Violent,77396,29.95580691,-95.29442374
Burglary,Non-Violent,77339,30.06911954,-95.24389627
Burglary,Non-Violent,77043,29.81290009,-95.57187841
Theft,Non-Violent,77030,29.70921637,-95.4012767
Aggravated Assault,Violent,77033,29.67445451,-95.34549397
Robbery,Violent,77010,29.75486107,-95.36144665
Auto Theft,Non-Violent,77028,29.84592474,-95.29009585
Theft,Non-Violent,77077,29.74066812,-95.57622785
Theft,Non-Violent,77026,29.79389843,-95.33913687
Robbery,Violent,77009,29.80511141,-95.36110195
Theft,Non-Violent,77070,29.96692852,-95.5605365
Theft,Non-Violent,77060,29.94116711,-95.40864584
Theft,Non-Violent,77061,29.65664276,-95.28887085
Auto Theft,Non-Violent,77598,29.55717431,-95.14796225
Theft,Non-Violent,77032,29.93862826,-95.36418235
Theft,Non-Violent,77087,29.69531735,-95.31928854
Aggravated Assault,Violent,77074,29.69149661,-95.52050315
Theft,Non-Violent,77078,29.8549022,-95.26572388
Burglary,Non-Violent,77098,29.73600283,-95.40630763
Theft,Non-Violent,77084,29.79426192,-95.69705996
Theft,Non-Violent,77031,29.64707169,-95.54311421
Theft,Non-Violent,77007,29.76627826,-95.39750229
Aggravated Assault,Violent,77056,29.74517067,-95.46108177
Theft,Non-Violent,77079,29.76781267,-95.60858161
Aggravated Assault,Violent,77080,29.81107733,-95.50900394
Theft,Non-Violent,77056,29.75022674,-95.46582591
Theft,Non-Violent,77079,29.78423701,-95.60306261
Theft,Non-Violent,77082,29.72628085,-95.59243551
Theft,Non-Violent,77057,29.73766269,-95.49708871
Theft,Non-Violent,77063,29.72932764,-95.51243285
Robbery,Violent,77057,29.73066577,-95.48678655
Theft,Non-Violent,77045,29.64104564,-95.39713894
Theft,Non-Violent,77076,29.86600833,-95.38478886
Theft,Non-Violent,77032,29.95340294,-95.37476326
Theft,Non-Violent,77042,29.75091688,-95.55217677
Theft,Non-Violent,77339,30.06303384,-95.20025036
Aggravated Assault,Violent,77028,29.84673066,-95.28176339
Burglary,Non-Violent,77021,29.68540175,-95.36498459
Burglary,Non-Violent,77028,29.81642239,-95.28449129
Theft,Non-Violent,77093,29.83003343,-95.35091508
Auto Theft,Non-Violent,77004,29.74450655,-95.36842261
Theft,Non-Violent,77008,29.80209574,-95.4357218
Theft,Non-Violent,77099,29.65889086,-95.56804802
Theft,Non-Violent,77057,29.73766269,-95.49708871
Theft,Non-Violent,77002,29.76068569,-95.36199752
Theft,Non-Violent,77077,29.76184327,-95.60620086
Aggravated Assault,Violent,77004,29.73081309,-95.35675634
Theft,Non-Violent,77087,29.69637601,-95.30205044
Burglary,Non-Violent,77077,29.75939052,-95.6253342
Aggravated Assault,Violent,77036,29.71457551,-95.53280878
Theft,Non-Violent,77098,29.73053177,-95.4267808
Theft,Non-Violent,77080,29.83068548,-95.50930729
Burglary,Non-Violent,77016,29.88675764,-95.29828489
Theft,Non-Violent,77085,29.62728478,-95.4652962
Auto Theft,Non-Violent,77098,29.73422841,-95.41134857
Theft,Non-Violent,77011,29.73335184,-95.30769685
Aggravated Assault,Violent,77042,29.75475606,-95.55841581
Theft,Non-Violent,77098,29.72641034,-95.41578999
Robbery,Violent,77072,29.68593597,-95.57836396
Theft,Non-Violent,77056,29.74084546,-95.46091983
Theft,Non-Violent,77022,29.82897849,-95.38082655
Burglary,Non-Violent,77020,29.77249848,-95.33843104
Theft,Non-Violent,77071,29.65600216,-95.51063485
Theft,Non-Violent,77006,29.74822293,-95.38575794
Burglary,Non-Violent,77004,29.71329781,-95.37689142
Theft,Non-Violent,77091,29.85449236,-95.46910836
Theft,Non-Violent,77079,29.78850686,-95.60003059
Auto Theft,Non-Violent,77093,29.86769584,-95.34065097
Theft,Non-Violent,77004,29.72804355,-95.37131913
Aggravated Assault,Violent,77019,29.74278449,-95.40239502
Burglary,Non-Violent,77081,29.72471819,-95.4597834
Theft,Non-Violent,77021,29.69820777,-95.33771771
Theft,Non-Violent,77051,29.65104221,-95.35586396
Theft,Non-Violent,77013,29.79779241,-95.27086174
Theft,Non-Violent,77045,29.61487321,-95.43071687
Burglary,Non-Violent,77060,29.92913472,-95.39853292
Burglary,Non-Violent,77077,29.76146784,-95.62536548
Theft,Non-Violent,77004,29.72389248,-95.37838794
Aggravated Assault,Violent,77080,29.83133742,-95.52981
Theft,Non-Violent,77093,29.87078505,-95.33141732
Aggravated Assault,Violent,77072,29.68858748,-95.569207
Robbery,Violent,77054,29.67804247,-95.41939681
Theft,Non-Violent,77546,29.54324267,-95.1458834
Theft,Non-Violent,77027,29.75130063,-95.4552069
Theft,Non-Violent,77040,29.86278196,-95.50608821
Theft,Non-Violent,77094,29.74071003,-95.64705497
Theft,Non-Violent,77098,29.72868919,-95.40913201
Burglary,Non-Violent,77057,29.73637412,-95.48984044
Theft,Non-Violent,77063,29.73474492,-95.53929849
Theft,Non-Violent,77054,29.68039496,-95.41918182
Theft,Non-Violent,77043,29.78465428,-95.55853079
Auto Theft,Non-Violent,77040,29.85538204,-95.50597176
Theft,Non-Violent,77019,29.74225656,-95.42002864
Theft,Non-Violent,77096,29.66890676,-95.50433379
Theft,Non-Violent,77092,29.84262621,-95.49372336
Theft,Non-Violent,77006,29.74232209,-95.39754451
Theft,Non-Violent,77087,29.68519255,-95.30228181
Theft,Non-Violent,77338,30.00134172,-95.30296021
Theft,Non-Violent,77093,29.83555454,-95.33334472
Theft,Non-Violent,77076,29.85330939,-95.39641474
Robbery,Violent,77016,29.84396125,-95.31275895
Theft,Non-Violent,77033,29.68924945,-95.3266014
Burglary,Non-Violent,77017,29.69292691,-95.26762904
Burglary,Non-Violent,77089,29.61268134,-95.22162854
Burglary,Non-Violent,77022,29.84002743,-95.38436914
Theft,Non-Violent,77006,29.74359763,-95.40128463
Theft,Non-Violent,77024,29.76681282,-95.55733437
Theft,Non-Violent,77006,29.7371228,-95.38446643
Theft,Non-Violent,77006,29.74746754,-95.3889913
Aggravated Assault,Violent,77051,29.64616415,-95.37839252
Theft,Non-Violent,77077,29.73653359,-95.58764046
Theft,Non-Violent,77091,29.84097459,-95.47320501
Theft,Non-Violent,77003,29.74934431,-95.36325003
